Repository Name
jenkinsci/jenkins
wakaleo/game-of-life
jenkinsci/docker
jenkins-docs/simple-java-maven-app
iam-veeramalla/Jenkins-Zero-To-Hero
jenkinsci/pipeline-examples
macrozheng/mall
yankils/Simple-DevOps-Project
jenkins-docs/simple-node-js-react-npm-app
wardviaene/terraform-course
winsw/winsw
in28minutes/devops-master-class
wardviaene/jenkins-course
realpython/python-guide
jenkinsci/kubernetes-plugin
jenkinsci/configuration-as-code-plugin
jenkins-x/jx
jleetutorial/maven-project
Tikam02/DevOps-Guide
macrozheng/mall-swarm
GoogleCloudPlatform/continuous-deployment-on-kubernetes
jenkins-docs/simple-python-pyinstaller-app
geerlingguy/ansible-role-jenkins
ann-afame/DEVOPS-WORLD
stefanprodan/dockprom
jenkinsci/job-dsl-plugin
nieklinnenbank/FreeNOS
jenkinsci/pipeline-plugin
devopsjourney1/jenkins-101
jenkins-infra/jenkins.io
linuxacademy/cicd-pipeline-train-schedule-jenkins
jenkinsci/gitlab-plugin
bz51/SpringBoot-Dubbo-Docker-Jenkins
sous-chefs/jenkins
iam-veeramalla/GitHub-Actions-Zero-to-Hero
afonsof/jenkins-material-theme
jenkinsci/jenkins-scripts
gradle/gradle
jenkinsci/blueocean-plugin
jenkinsci/docker-inbound-agent
elastic/beats
apache/mesos
jenkins-docs/building-a-multibranch-pipeline-project
LinkedInLearning/learning-jenkins-3003221
jenkinsci/email-ext-plugin
voxpupuli/puppet-jenkins
chillzhuang/SpringBlade
jenkinsci/ec2-plugin
bndr/gojenkins
marcelbirkner/docker-ci-tool-stack
apache/incubator-kie-optaplanner
gquere/pwn_jenkins
sue445/jenkins-backup-script
jenkins-docs/creating-a-pipeline-in-blue-ocean
jenkinsci/java-client-api
easzlab/kubeasz
cloudbees/jenkins-scripts
jenkinsci/git-plugin
jenkinsci/JenkinsPipelineUnit
openshift/jenkins
jenkinsci/ghprb-plugin
AliyunContainerService/DevOps
jenkinsci/jenkinsfile-runner
jenkinsci/docker-plugin
zeyangli/Jenkinsdocs
adithyakhamithkar/ansible-playbooks
wardviaene/jenkins-docker
jenkinsci/build-monitor-plugin
dennyzhang/cheatsheet-jenkins-groovy-A4
connectbot/connectbot
201206030/novel
jenkinsci/slack-plugin
jenkinsci/github-plugin
Abhinav-26/DevOps-Projects
rd2coding/Road2Coding
HariSekhon/DevOps-Bash-tools
geerlingguy/ansible-vagrant-examples
truenas/middleware
hoto/jenkinsfile-examples
jenkinsci/docker-workflow-plugin
jenkinsci/remoting
github/janky
hakdogan/jenkins-pipeline
arachnys/cabot
eldada/jenkins-pipeline-kubernetes
samrocketman/jenkins-script-console-scripts
linuxacademy/cicd-pipeline-train-schedule-pipelines
justmeandopensource/playjenkins
chillzhuang/blade-tool
danielbayerlein/dashboard
eldada/jenkins-pipeline-kubernetes
samrocketman/jenkins-script-console-scripts
linuxacademy/cicd-pipeline-train-schedule-pipelines
justmeandopensource/playjenkins
chillzhuang/blade-tool
danielbayerlein/dashboard
orangetw/awesome-jenkins-rce-2019
jenkins-infra/repository-permissions-updater
fabric8io/fabric8-pipeline-library
rootusercop/Free-DevOps-Books-1
ros2/ros2_documentation
maxfields2000/dockerjenkins_tutorial
scala/scala
saha-rajdeep/kubernetescode
jansepar/node-jenkins-api
lachie83/croc-hunter
argoproj/argo-cd
TechPrimers/jenkins-example
prasanjit-/devops_pipeline_demo
woj-ciech/LeakLooker
sheehan/job-dsl-gradle-example
zeyangli/jenkinslibrary
jenkinsci/jira-plugin
Coalfire-Research/java-deserialization-exploits
cloudogu/jenkinsfiles
