Repository Name
COVESA/vsomeip
tenor/RestBus
livelessons-spring/building-microservices
saasbook/hw-sinatra-saas-wordguesser
eosphoros-ai/DB-GPT
pauldix/service-oriented-design-with-ruby
nuvic/flask_for_startups
cardosop/Software-Design-and-Architecture
CanopyTax/sofe
yuchiu/Netflix-Clone
openedx/edx-platform
swinedge/eua-dataset
opentaps/opentaps_seas
PacktPublishing/Java-Deep-Learning-Essentials
benjaminvella/eiin839
toutiaoio/awesome-architecture
ThreeMammals/Ocelot
Meituan-Dianping/Leaf
mwsobol/SORCER
mwsobol/SORCER-multiFi
tcalmant/ipopo
Yelp/service-principles
apluslms/a-plus
kashifrazzaqui/vyked
chayxana/Restaurant-App
Warewolf-ESB/Warewolf
PaddlePaddle/Paddle
libcsp/libcsp
hanjg/taotao
datacratic/soa
curtiszimmerman/AlgoTrader
yawlfoundation/yawl
odooku/odooku
namshi/coding-challenges
P-P-X/awesome-collector
ldynia/archcolider
PacktPublishing/Software-Architecture-with-Cpp
oracle/microservices-datadriven
hashicorp/consul-terraform-sync
jolie/jolie
TalasZh/opencbs
rushmore/zbus-server
CppMicroServices/CppMicroServices
yourkarma/faraday-conductivity
pchelnikov/PluggableAppDelegate
bishwa-poudel/Software-Design-and-Architecture-Specialization-Coursera
armadaplatform/armada
jackie-do/ruby_and_rails_knowledge
Developer-Y/all-things-java
atrocore/atrodam
Zizaco/upswarm
Dasync/Dasync
halyph/architecture-case-study
davidhwang/horseman
zeromq/majordomo
mroth/emojitracker
atrocore/atropim
micro-toolkit/zmq-service-suite-broker-js
ISS-SOA/class-SOA-repo
Netflix/ReactiveLab
pjwstk/SORCER
eclipse-arrowhead/core-java-spring
Dexels/navajo
bkayser/thrift-versioning-doc
mwangxx0129/TapNews
easysoa/EasySOA
puppetlabs/puppetserver
anabeto93/Micro-Services-with-Lumen
soabase/soabase
the-control-group/authx
koderover/zadig
apache/celix
rundeckpro/training-service-oriented
amran-bd/Oauth2Secure-microservices-architecture-apiGateway-springCloud-netflixOSS-PostgreSQL-full-demo
synopse/mORMot
faxad/cartify
rafaels88/software-development-resources
svanderburg/disnix
xsonorg/tangyuan2
SeaQL/sea-orm
acmbpdc/openlib.cs
fergunet/osgiliath
neoremind/app-on-yarn-demo
TritonDataCenter/triton
nakozak/HW3fall16
azagniotov/stubby4j
oiraqi/paradigms
ezsystems/ezpublish-community
ProboCI/probo
NSProgrammer/ZipUtilities
jacobklinker/hw3fall15
Draegerwerk/sdc11073
bian-official/public
Everteam-Software/tempo
luebken/container-patterns
commontk/CTK
chinfeng/gumpy
surgitaix/sdclib
apache/airavata
damian-burke/android-dynamic-feature
dreamhomes/RCAPapers
rd2coding/Awesome-Tech-Words
ashish-3916/academic_nsut
micro-toolkit/zmq-service-suite-ruby
Betterment/webvalve
onmyway133/awesome-ios-architecture
TelerikAcademy/Web-Services-and-Cloud
atperry7/soa-assignments
turingschool-examples/rails_engine_fe
daileyet/someip_guide
AnalyticalGraphicsInc/STKComponentsExamples
PacktPublishing/Enterprise-Application-Architecture-with-NET-Core
rbruflodt/hw3fall17
VanHakobyan/WCFprojects
PacktPublishing/Software-Architecture-with-C-9-and-.NET-5
regunathb/Trooper
hashicorp/vault
SageOfCode/pokemon_app
savonrb/savon_model
thanhluanuit/notes
thanhluanuit/notes
wenjinlonggithub/ArchitectGuide
mosser/microservices
manjunath5496/Ruby-Programming-Books
socadk/design-practice-repository
germansua/UJaveriana-AES-ModVal
eclipse-iceoryx/iceoryx-automotive-soa
uvdesk/community-skeleton
mallanmba/soraCore
Azure-Samples/opcua-to-azure-digital-twins
gluster/gcs
PacktPublishing/Hands-On-RESTful-API-Design-Patterns-and-Best-Practices
PacktPublishing/Practical-Microservices-with-Dapr-and-.NET
mehdihadeli/awesome-software-architecture
Qmino/Santorini
openstack/openstacksdk
IntroSDE/introsde
mkovacina/jcu-2019-cs480b
gfrison/rewards
tdouce/remote_factory_girl_home_rails
up1/course_microservice_kmitl_2019
mobilis/mobilis
mrin9/Angular-SpringBoot-REST-JWT
Shyam-Chen/Express-Starter
onlurking/the-software-architecture-chronicles
purshink/ReactJS-Spring-Boot-Full-Stack-App
treolabs/treopim
IHE/sdpi-fhir
resumejob/system-design-in-practice
sunilksamanta/calmapi
skyming/Trip-to-iOS-Design-Patterns
phptodayorg/php-must-watch
tdouce/remote_factory_girl
floriankrueger/SOXAppDelegate
kyleterry/tenyks
zihaowangusa/news-recommendation-system
kephas-software/kephas
uniba-dsg/betsy
kraken-php/framework
Apereo-Learning-Analytics-Initiative/OpenDashboard-legacy
laikkk/www-bigdata
s7techlab/cckit
tdouce/remote_database_cleaner_home_rails
turingschool-examples/rails_engine_fe_7
Polyconseil/django-cid
sohamkamani/detective
lucidarch/lucid
bripkens/proxrox
deGov/deGov
RetailMeNot/shield
gar1t/port_server
marinasundstrom/eShop
balle/airxploit
yuchiu/today-news
Samkovskyi/SOA
treolabs/treocrm
smancke/microcart
mrin9/Modular-Java-Jersey-Vue
vangav/vos_backend
w3c/kiss
dronezzzko/software-development-best-practices
hyperledger-labs/cckit
JordanHatch/bowler
urbanairship/frock
TerraMA2/terrama2
liolay/shiro-spring-boot-starter
saint1729/coursera
emilybache/KataTrainReservation
twogg-git/talks
aboelkassem/Software-and-Service-Oriented-Architecture
joshtronic/pickles
Project-Interoperability/project-interoperability.github.io
rocmeseguer/classpip-services
mirasaujan/iOS-interview-prep
serverless/guide
prdn/zmq-omdp
jruyi/jruyi
rajasegar/awesome-micro-frontends
joerussbowman/Scale0
awslabs/disco
homeyDepot/masterRepo
lsclovecode/ZillowClone
51568488/vertx-zero
treolabs/treocore
wanghaisheng/awesome-microservice
michaelkeeling/SATURN2015-Microservices-Workshop
arrowhead-f/client-library-python
herrera-ignacio/architect-handbook
sunilksamanta/node-mongoose-setup
nidhik/cubeia-agpl
ahmedemad3/software-web-architecture-nodejs
bubblecounter/Internship-5GCN
ianstormtaylor/awesome-heroku
gudtech/scamp
codefarm0/Microservices
chasebk/code_FLNN
Flexberry/NewPlatform.Flexberry.ServiceBus
danpdc/cwk.ocelot.demo
laryssamagalhaes/pessoas-palestrantes
Schoonology/shuttle
efficiency20/ops_middleware
PacktPublishing/WSO2-Developer-s-Guide
yimin12/ego_shopping
agora-research-group/AGORA-DSM
Ideas2IT/reactjs-sails-redis
shekhargulati/useful-microservices-reading-list
harbur/docker-sonarqube
jingyiliu/JointCode.Shuttle
Clever/moredis
PacktPublishing/Practical-Microservices-with-Dapr-and-.NET-Second-Edition
claudiosanchez/QBank
PacktPublishing/Software-Architecture-for-Busy-Developers
bl3z3/graduates-guide-to-software-development-tools
ACN-Coding-Test/spring-boot-coding-test-level-1
codefresh-io/rpc
mentapro/TicTacToe3D
dazzle-php/dazzle
Comcast/eel
thieu1995/metaheuristics
origammi/AstinaRedirectManagerBundle
camicroscope/SlideLoader
maywzh/ji_coursenotes
tilomitra/bedrock
micro-toolkit/zmq-service-suite-client-js
dream-lab/echo
lirantal/awesome-contract-testing
peterbartha/soi
Clever/gitbot
crdpacversailles/apiscol-admin
bertrandmartel/android-service-template
Ableton/go-travis
atrocore/atrocore
cpp-main/cpp-tbox
BuoyantIO/bb
CloudI/CloudI
bigtop/bigtop
LASAGNE-Open-Systems/LASAGNE-Core
https-github-com-Nazeh-Taha/the-verge
RSKInitiatives/OpenCBS
PacktPublishing/Microservices-with-Azure
TheClimateCorporation/iron_hide
ibramoha/directory-of-services
sk3tche/Encore
unlight/solution-architecture
